SaleID,price
150000,41767.54
150001,187.49837
150002,6199.257
150003,12022.006
150004,590.5636
150005,1844.3735
150006,4637.529
150007,10292.494
150008,4437.5425
150009,2122.2607
150010,4280.1113
150011,6686.2817
150012,2586.139
150013,12237.75
150014,10952.817
150015,206.22168
150016,583.0062
150017,6022.4717
150018,10538.844
150019,1405.7654
150020,5360.1
150021,13523.483
150022,1417.716
150023,15517.162
150024,1538.7771
150025,6027.8525
150026,1373.4475
150027,3984.0479
150028,21642.916
150029,15382.708
150030,1521.5697
150031,351.78864
150032,4002.1184
150033,2675.4153
150034,3384.979
150035,7566.33
150036,1310.2734
150037,4061.5881
150038,26807.773
150039,1948.794
150040,12307.031
150041,4937.6426
150042,17367.69
150043,24518.014
150044,6559.264
150045,2083.7349
150046,2724.3274
150047,48500.81
150048,1292.9944
150049,38603.39
150050,5262.617
150051,9344.649
150052,989.6832
150053,740.92773
150054,13617.974
150055,4351.3843
150056,918.9772
150057,2797.7068
150058,1283.008
150059,2342.0322
150060,9186.66
150061,3295.363
150062,1216.458
150063,11565.892
150064,20861.201
150065,10261.509
150066,12890.749
150067,3876.2058
150068,850.34503
150069,2562.0447
150070,1794.3619
150071,639.2587
150072,889.61194
150073,23264.2
150074,267.13373
150075,1106.5844
150076,1647.362
150077,5208.966
150078,2453.9817
150079,3659.2583
150080,2921.9226
150081,8544.826
150082,15310.6875
150083,501.62106
150084,3729.3184
150085,3514.8826
150086,35558.043
150087,332.1114
150088,2856.5608
150089,2884.2861
150090,944.0207
150091,6437.597
150092,5028.195
150093,994.706
150094,10869.706
150095,214.38974
150096,15099.563
150097,9308.264
150098,495.29825
150099,358.91464
150100,612.8417
150101,4448.3125
150102,1466.3439
150103,2811.664
150104,4017.0051
150105,995.68384
150106,2284.9197
150107,574.0961
150108,7361.8706
150109,1926.711
150110,3109.8652
150111,11326.915
150112,10137.445
150113,2046.15
150114,983.1187
150115,2351.484
150116,5767.999
150117,2948.7012
150118,22289.492
150119,9385.253
150120,14410.464
150121,1707.1155
150122,7584.1245
150123,50.330647
150124,14338.168
150125,4290.663
150126,2253.2998
150127,15444.423
150128,30795.45
150129,2865.5913
150130,3298.386
150131,964.91394
150132,3743.4807
150133,6443.5127
150134,14360.669
150135,1276.0736
150136,1425.9172
150137,3018.6733
150138,6290.5415
150139,970.0629
150140,1360.578
150141,2240.7131
150142,8543.024
150143,5846.7026
150144,810.9336
150145,1969.4554
150146,6840.7314
150147,1590.5319
150148,2454.2314
150149,683.88544
150150,3389.341
150151,7234.316
150152,673.16675
150153,969.4377
150154,19024.787
150155,2519.1936
150156,399.56094
150157,5451.989
150158,1253.0573
150159,12055.453
150160,46492.19
150161,948.0928
150162,814.57336
150163,726.7839
150164,5133.442
150165,3560.7466
150166,6810.3877
150167,2730.097
150168,5019.2466
150169,2604.6475
150170,3031.265
150171,3450.5151
150172,1759.9495
150173,6256.8022
150174,3091.5708
150175,650.5125
150176,21428.68
150177,252.39752
150178,1529.3518
150179,3990.8677
150180,645.7462
150181,1620.2493
150182,5378.1445
150183,1022.37354
150184,669.5555
150185,8593.328
150186,2328.169
150187,18968.488
150188,3098.157
150189,5047.289
150190,5065.5063
150191,111.551056
150192,2295.8806
150193,3729.04
150194,15827.026
150195,871.9196
150196,17806.842
150197,3558.044
150198,3609.6887
150199,3732.3794
150200,2353.8608
150201,9322.407
150202,1782.4469
150203,449.12054
150204,4308.2905
150205,1022.55414
150206,12815.098
150207,2967.273
150208,1332.429
150209,1973.5148
150210,5969.0425
150211,9312.5
150212,9955.963
150213,1182.5385
150214,4531.3257
150215,188.45236
150216,28221.873
150217,2356.4287
150218,10836.012
150219,10253.213
150220,2984.1292
150221,9547.118
150222,1004.2196
150223,4568.778
150224,766.751
150225,839.9126
150226,5284.4614
150227,692.0727
150228,860.8341
150229,784.65497
150230,5437.175
150231,749.4202
150232,10637.618
150233,1774.5322
150234,920.29926
150235,3388.1787
150236,756.76917
150237,1640.1489
150238,638.1723
150239,1277.7225
150240,7875.9766
150241,1961.2395
150242,8357.629
150243,3421.9194
150244,265.61203
150245,2063.0347
150246,2081.9749
150247,2537.7012
150248,486.292
150249,2643.642
150250,833.07874
150251,849.9974
150252,15656.739
150253,1620.2712
150254,4496.3013
150255,9870.717
150256,385.73572
150257,7440.1807
150258,8672.308
150259,1871.4429
150260,9339.661
150261,2170.1606
150262,674.33167
150263,4334.8027
150264,770.9169
150265,1593.6224
150266,355.75964
150267,4802.009
150268,1408.7797
150269,8398.056
150270,1127.8761
150271,4567.719
150272,27057.965
150273,23243.855
150274,733.41876
150275,159.60448
150276,1935.3639
150277,10986.099
150278,38237.543
150279,8712.796
150280,3646.778
150281,990.1017
150282,688.78656
150283,22587.426
150284,4455.241
150285,7133.6807
150286,18575.959
150287,859.0923
150288,1826.8239
150289,427.2727
150290,5263.5205
150291,22976.512
150292,9382.66
150293,3389.7107
150294,14643.827
150295,767.1835
150296,8931.41
150297,477.1528
150298,3203.0386
150299,97.8836
150300,4305.1504
150301,28332.37
150302,735.60516
150303,3947.2974
150304,904.3131
150305,2438.3413
150306,4412.0513
150307,12538.213
150308,1370.6641
150309,1803.0702
150310,863.5348
150311,9278.725
150312,9495.591
150313,7315.134
150314,465.988
150315,1601.362
150316,19008.027
150317,18296.969
150318,6163.869
150319,18062.23
150320,3866.878
150321,2415.19
150322,4359.802
150323,10364.416
150324,970.6164
150325,1327.3612
150326,578.1574
150327,332.31897
150328,2298.3354
150329,7052.563
150330,9090.635
150331,238.19449
150332,53797.54
150333,2769.6868
150334,183.95761
150335,10348.016
150336,665.26495
150337,3429.568
150338,13387.782
150339,2585.882
150340,12811.569
150341,6519.6914
150342,2522.3474
150343,2637.0977
150344,2999.7185
150345,14602.212
150346,3929.8894
150347,7249.1387
150348,2516.4392
150349,1347.0183
150350,1792.405
150351,22757.312
150352,12125.661
150353,712.42
150354,2273.2969
150355,12988.595
150356,1967.7322
150357,612.8901
150358,13719.863
150359,5899.2617
150360,3980.5298
150361,1900.5951
150362,2273.96
150363,18284.467
150364,934.96106
150365,12562.8545
150366,5987.285
150367,24830.2
150368,1933.4894
150369,1394.7395
150370,856.49884
150371,11114.625
150372,1936.2817
150373,4977.225
150374,2914.476
150375,2441.4905
150376,906.4802
150377,7327.257
150378,10984.224
150379,2931.5742
150380,4147.257
150381,5619.0454
150382,13268.479
150383,4343.3
150384,3934.5686
150385,1578.3129
150386,5518.135
150387,6448.814
150388,5245.2363
150389,793.8759
150390,99.33265
150391,1358.7534
150392,1418.2308
150393,2137.2727
150394,1750.75
150395,2206.369
150396,2233.5796
150397,6307.186
150398,18167.246
150399,633.3419
150400,8807.392
150401,7449.672
150402,1156.3983
150403,1018.50775
150404,6960.998
150405,6799.1543
150406,4016.86
150407,2023.2764
150408,8309.561
150409,17285.14
150410,10463.442
150411,4047.6997
150412,3677.582
150413,5343.476
150414,13460.948
150415,10017.897
150416,18257.615
150417,1708.2484
150418,2064.525
150419,1002.7689
150420,9236.317
150421,4965.177
150422,19578.453
150423,844.9219
150424,7641.083
150425,3944.5315
150426,8370.454
150427,524.3444
150428,13768.726
150429,5687.2163
150430,2706.5217
150431,1467.3344
150432,668.01575
150433,9947.843
150434,2139.8477
150435,45331.715
150436,652.25696
150437,690.27094
150438,1873.7169
150439,1204.2373
150440,1571.6648
150441,393.0112
150442,3375.9622
150443,3297.9429
150444,13472.636
150445,18449.979
150446,11549.295
150447,218.27774
150448,13658.43
150449,23488.824
150450,5814.1094
150451,1267.3539
150452,4718.2573
150453,11303.259
150454,6899.242
150455,8472.044
150456,18023.166
150457,1393.1766
150458,10256.521
150459,10946.507
150460,3435.1292
150461,1539.9049
150462,7844.8403
150463,3640.4597
150464,6738.1465
150465,12389.8545
150466,1899.8501
150467,13365.66
150468,4673.6807
150469,4239.242
150470,1924.8434
150471,3845.5703
150472,10421.438
150473,3522.7878
150474,1305.4474
150475,868.2578
150476,811.6306
150477,5116.3877
150478,663.16846
150479,1378.6375
150480,4011.4902
150481,1514.5734
150482,1108.2236
150483,3045.598
150484,1875.4755
150485,1574.746
150486,932.23663
150487,1195.2242
150488,954.1202
150489,1151.756
150490,10604.258
150491,10174.995
150492,5112.554
150493,3801.6182
150494,15871.262
150495,9255.606
150496,2004.2782
150497,3945.7302
150498,64587.406
150499,9427.496
150500,3483.4314
150501,10129.973
150502,7798.0347
150503,14749.572
150504,2346.2295
150505,4125.315
150506,2612.888
150507,2086.5974
150508,1206.7185
150509,8615.703
150510,4340.6445
150511,1936.3494
150512,6867.471
150513,983.0719
150514,661.2131
150515,2060.8208
150516,851.9351
150517,881.7953
150518,1557.5446
150519,4887.7856
150520,5660.396
150521,9132.169
150522,16130.239
150523,22040.395
150524,3135.6616
150525,13362.627
150526,668.5784
150527,1084.8573
150528,7906.727
150529,2744.965
150530,7884.5933
150531,6187.362
150532,6330.7783
150533,1466.2781
150534,13777.589
150535,11750.34
150536,5743.7866
150537,515.06384
150538,2297.583
150539,10073.803
150540,14361.694
150541,8843.53
150542,1396.347
150543,11860.712
150544,7339.0596
150545,844.953
150546,4437.078
150547,2299.5002
150548,1898.6796
150549,928.0592
150550,3131.889
150551,29992.115
150552,6983.4834
150553,1923.3054
150554,8134.5854
150555,4030.9673
150556,22136.865
150557,5805.32
150558,3035.4666
150559,5364.7876
150560,2884.167
150561,2816.4724
150562,1138.157
150563,7973.1567
150564,14659.178
150565,1955.4537
150566,4300.499
150567,1339.6804
150568,1069.9203
150569,7956.08
150570,1266.837
150571,14982.894
150572,2521.9985
150573,9205.955
150574,12802.6875
150575,427.4316
150576,1432.4047
150577,504.77676
150578,13929.242
150579,219.59517
150580,3958.833
150581,24718.355
150582,4619.9263
150583,2298.7446
150584,12839.17
150585,481.82596
150586,12823.008
150587,3665.0283
150588,544.2165
150589,5683.996
150590,12200.704
150591,11146.395
150592,1473.8701
150593,14147.105
150594,1966.8065
150595,24755.28
150596,1830.9657
150597,7777.9297
150598,5534.797
150599,837.30743
150600,9071.654
150601,1509.4397
150602,20208.291
150603,10674.681
150604,1904.8488
150605,1892.9362
150606,4860.678
150607,4106.0557
150608,1047.7909
150609,983.1629
150610,1601.5973
150611,1851.1798
150612,7768.1636
150613,973.6775
150614,30855.998
150615,469.42053
150616,10443.307
150617,563.79474
150618,1872.1969
150619,14298.187
150620,3882.5852
150621,7194.2075
150622,10537.658
150623,9647.918
150624,473.66895
150625,4797.087
150626,2898.1726
150627,6989.7134
150628,708.72144
150629,657.02545
150630,4763.1274
150631,16232.046
150632,1770.3098
150633,6178.9697
150634,7464.6357
150635,2060.0754
150636,6389.573
150637,540.374
150638,13574.913
150639,6438.5254
150640,974.25604
150641,19995.947
150642,9722.662
150643,5505.964
150644,23455.838
150645,20865.531
150646,11532.267
150647,3171.5261
150648,4682.8325
150649,11315.128
150650,3993.2993
150651,1295.1141
150652,27131.914
150653,804.15674
150654,3405.1145
150655,3730.6995
150656,929.07263
150657,12347.3125
150658,1204.5945
150659,8194.538
150660,1067.4243
150661,367.07098
150662,6933.54
150663,2918.0742
150664,11301.292
150665,724.82745
150666,1451.567
150667,6113.466
150668,3796.3252
150669,4553.221
150670,7286.8394
150671,4329.024
150672,2273.5886
150673,4340.3916
150674,18822.656
150675,4546.9683
150676,1382.3922
150677,788.5297
150678,2324.462
150679,3768.106
150680,4213.0054
150681,25958.715
150682,2579.4856
150683,7395.0977
150684,2101.5527
150685,964.76434
150686,16617.451
150687,3832.2847
150688,1763.8433
150689,1088.7146
150690,857.32227
150691,12716.412
150692,792.12256
150693,4930.1177
150694,4624.1113
150695,6582.0425
150696,1312.2334
150697,2433.3462
150698,38628.7
150699,1295.4552
150700,24558.77
150701,822.1651
150702,8792.352
150703,14010.408
150704,7346.214
150705,1089.9244
150706,12065.97
150707,2953.2188
150708,1301.5121
150709,1695.7401
150710,11807.764
150711,6931.415
150712,6385.0166
150713,6781.339
150714,2160.252
150715,20142.084
150716,305.94443
150717,45004.047
150718,9748.113
150719,5018.5522
150720,5716.573
150721,3352.1306
150722,3202.7725
150723,3221.3489
150724,1484.8054
150725,827.9363
150726,1571.3182
150727,10673.687
150728,32244.271
150729,3186.1062
150730,6048.9673
150731,6434.4746
150732,13201.768
150733,3281.3972
150734,3225.6082
150735,5705.418
150736,3013.1675
150737,26194.303
150738,14627.875
150739,1469.3877
150740,369.9073
150741,5414.396
150742,347.8373
150743,695.2668
150744,1536.1365
150745,949.72833
150746,2180.4536
150747,967.5889
150748,10404.715
150749,1199.8718
150750,1363.2386
150751,5617.6147
150752,71186.14
150753,11071.86
150754,1197.1997
150755,1477.1182
150756,10784.076
150757,22925.238
150758,71551.42
150759,396.50208
150760,844.44556
150761,3254.6785
150762,673.55994
150763,12344.522
150764,10318.342
150765,2453.0557
150766,2348.7163
150767,1982.4877
150768,3453.99
150769,3520.9768
150770,895.83636
150771,1222.7366
150772,230.47546
150773,1816.1681
150774,2902.43
150775,2718.4731
150776,1795.2778
150777,18492.584
150778,3071.5854
150779,1580.1531
150780,14875.59
150781,4354.483
150782,33683.844
150783,751.9556
150784,3287.0864
150785,11698.639
150786,7906.1924
150787,1152.7743
150788,19790.793
150789,3139.5894
150790,2414.4583
150791,8157.2227
150792,963.843
150793,2438.705
150794,6954.798
150795,3440.2283
150796,9155.2
150797,4159.825
150798,1888.2145
150799,7993.39
150800,1915.4851
150801,8165.342
150802,740.07825
150803,15485.139
150804,6777.863
150805,4210.528
150806,12365.603
150807,6594.9756
150808,15658.868
150809,2928.1477
150810,297.87863
150811,885.76215
150812,1386.4265
150813,799.798
150814,957.62604
150815,1320.2584
150816,1760.7588
150817,22652.395
150818,7527.837
150819,628.6865
150820,10332.755
150821,7885.3164
150822,7886.2593
150823,1993.8684
150824,2108.5103
150825,3349.4778
150826,3149.141
150827,13144.257
150828,12137.272
150829,6178.1787
150830,2440.769
150831,1278.4763
150832,8818.745
150833,4272.4155
150834,9068.184
150835,4460.557
150836,13079.096
150837,960.97296
150838,590.8729
150839,6540.185
150840,7269.35
150841,2142.5723
150842,999.8014
150843,2762.8457
150844,2300.1504
150845,4745.7964
150846,7734.575
150847,1303.4906
150848,5542.683
150849,1252.0947
150850,11556.795
150851,14671.523
150852,14318.245
150853,2810.1396
150854,2683.625
150855,2997.0864
150856,1694.183
150857,1143.2264
150858,53.652542
150859,10089.705
150860,1476.5935
150861,1236.8391
150862,1076.7642
150863,3085.0486
150864,3785.1138
150865,8213.546
150866,311.50854
150867,23475.76
150868,5807.9346
150869,2387.9487
150870,1574.9735
150871,3457.7114
150872,1573.8619
150873,4181.7144
150874,463.48038
150875,2976.3052
150876,1946.7704
150877,683.1334
150878,4934.5776
150879,10654.825
150880,809.4053
150881,135.31656
150882,22975.984
150883,1195.0685
150884,21144.496
150885,14749.132
150886,311.24158
150887,7040.455
150888,929.387
150889,1857.7251
150890,4309.1187
150891,3311.0715
150892,1182.9653
150893,1370.558
150894,7883.425
150895,909.5302
150896,2701.331
150897,17425.123
150898,8306.491
150899,1733.5399
150900,6326.0586
150901,3708.2588
150902,547.0868
150903,32839.04
150904,1497.3757
150905,2331.4434
150906,8800.084
150907,865.63477
150908,2897.9656
150909,1029.0005
150910,713.3253
150911,7183.9165
150912,5203.4395
150913,5843.6113
150914,3728.9539
150915,4925.645
150916,1906.5707
150917,8810.15
150918,3401.8264
150919,1092.7231
150920,2453.588
150921,1050.318
150922,2628.1565
150923,1775.7722
150924,5838.8564
150925,330.51276
150926,2462.98
150927,3557.3247
150928,21239.092
150929,3953.0986
150930,14692.089
150931,7270.4004
150932,506.95627
150933,8223.618
150934,1771.9678
150935,5508.3022
150936,1060.4918
150937,457.5843
150938,1583.8724
150939,5267.5674
150940,9106.837
150941,5338.0605
150942,5016.8413
150943,1976.8433
150944,9205.955
150945,3805.0676
150946,1569.6963
150947,4315.6465
150948,5503.542
150949,75655.664
150950,9394.853
150951,6895.139
150952,2837.872
150953,2405.9197
150954,7043.0176
150955,8024.3745
150956,3027.6729
150957,9452.5625
150958,927.6825
150959,2528.22
150960,11205.093
150961,1958.5024
150962,7040.3154
150963,1749.6123
150964,1334.7726
150965,1286.8915
150966,15761.933
150967,3950.2615
150968,2264.4539
150969,924.0135
150970,1138.9296
150971,2104.8672
150972,4799.901
150973,10331.293
150974,7399.705
150975,9714.97
150976,135.72287
150977,13629.767
150978,244.69576
150979,368.42264
150980,2605.6877
150981,1568.1675
150982,5899.7544
150983,1738.855
150984,3222.8667
150985,30856.756
150986,4544.094
150987,3000.054
150988,1726.7714
150989,11255.368
150990,3078.3203
150991,5573.9395
150992,1374.6608
150993,864.47656
150994,2107.3557
150995,4240.538
150996,996.90155
150997,5048.4946
150998,3591.806
150999,10274.231
151000,965.3038
151001,225.15233
151002,2265.4158
151003,-74.6504
151004,3981.8596
151005,819.0078
151006,6798.1484
151007,1610.8262
151008,14590.836
151009,1122.6868
151010,384.03345
151011,4397.0396
151012,455.7523
151013,12311.088
151014,18456.271
151015,1529.9037
151016,2271.5515
151017,1713.3792
151018,2345.5044
151019,4580.651
151020,1819.2577
151021,543.6492
151022,769.0277
151023,5585.9165
151024,18119.441
151025,2547.685
151026,5253.906
151027,7586.615
151028,1694.4998
151029,5798.0054
151030,7895.7686
151031,593.4866
151032,843.47437
151033,13920.325
151034,3260.8704
151035,1853.2708
151036,892.0853
151037,457.52386
151038,10529.877
151039,654.358
151040,15786.313
151041,1559.3875
151042,472.24634
151043,205.84155
151044,2904.457
151045,349.576
151046,10192.674
151047,1014.2665
151048,6250.2476
151049,507.0157
151050,2749.954
151051,18502.566
151052,2220.056
151053,3490.8972
151054,3570.032
151055,471.58206
151056,503.4275
151057,6841.6504
151058,1664.0371
151059,15321.732
151060,3544.3743
151061,1850.1963
151062,3230.8486
151063,7226.8022
151064,7310.919
151065,642.8256
151066,16198.977
151067,8227.742
151068,7863.986
151069,669.76624
151070,3525.9875
151071,9760.08
151072,1968.4984
151073,1805.8248
151074,862.5259
151075,299.41647
151076,1030.3114
151077,1466.4933
151078,8549.642
151079,2497.4011
151080,4048.5652
151081,1184.1351
151082,2887.2288
151083,11822.86
151084,837.20807
151085,1516.4604
151086,3883.7375
151087,35714.035
151088,1128.3175
151089,1645.0695
151090,5868.7793
151091,96.301506
151092,970.34564
151093,11371.711
151094,17703.414
151095,4789.066
151096,1952.3792
151097,6559.266
151098,684.5407
151099,3857.4858
151100,3676.7236
151101,1544.5067
151102,24635.057
151103,16375.312
151104,1523.044
151105,726.9033
151106,1176.9294
151107,20323.645
151108,1748.1644
151109,1585.7799
151110,2263.594
151111,62.49464
151112,536.72156
151113,6280.959
151114,396.7264
151115,7512.603
151116,4292.9834
151117,11275.44
151118,1357.2058
151119,24765.182
151120,15753.822
151121,5288.3223
151122,2369.458
151123,2307.7153
151124,7723.3643
151125,2832.9631
151126,10427.068
151127,7158.4863
151128,8088.1777
151129,100.67743
151130,9600.205
151131,6275.9272
151132,3856.8286
151133,2157.7334
151134,9014.425
151135,12022.425
151136,3448.1633
151137,1723.5089
151138,22388.482
151139,7772.836
151140,5994.6265
151141,1907.4271
151142,5603.9517
151143,1563.0935
151144,1515.403
151145,11636.685
151146,6740.799
151147,6600.728
151148,729.1062
151149,694.1547
151150,3963.5942
151151,2546.2874
151152,2915.8662
151153,295.9228
151154,1522.2437
151155,2175.0005
151156,11926.079
151157,11529.736
151158,2202.1938
151159,427.7099
151160,344.7234
151161,7298.1343
151162,735.2847
151163,2396.6453
151164,261.30862
151165,1584.8048
151166,4977.726
151167,8305.202
151168,4631.184
151169,17803.56
151170,4858.425
151171,9958.437
151172,886.18536
151173,1608.3148
151174,2348.288
151175,822.51434
151176,7196.4175
151177,2021.2653
151178,952.5118
151179,4950.8843
151180,11458.853
151181,6315.2285
151182,901.5282
151183,3867.1694
151184,7918.4067
151185,11858.214
151186,1257.4293
151187,2770.6416
151188,19488.05
151189,14389.88
151190,2065.267
151191,1323.7852
151192,3176.9856
151193,1003.60077
151194,1242.1526
151195,1337.5977
151196,4902.857
151197,2135.0288
151198,649.31445
151199,6956.3345
151200,8357.89
151201,1398.0361
151202,588.2525
151203,1768.5005
151204,8831.296
151205,33137.16
151206,12462.866
151207,10528.167
151208,10600.5
151209,1257.0063
151210,988.2478
151211,14710.907
151212,9960.091
151213,12525.061
151214,10583.072
151215,7379.6064
151216,9786.498
151217,12045.662
151218,335.02722
151219,7526.0933
151220,1020.81323
151221,2390.147
151222,1275.4043
151223,24466.229
151224,17639.44
151225,1132.1305
151226,1208.5317
151227,9206.996
151228,4134.7754
151229,406.1129
151230,5904.119
151231,2429.7659
151232,10643.891
151233,4309.01
151234,5421.494
151235,6680.1704
151236,2296.256
151237,8950.248
151238,1769.764
151239,2027.8243
151240,14352.822
151241,9287.178
151242,17034.803
151243,11226.341
151244,3402.0088
151245,17357.803
151246,2646.6638
151247,8517.133
151248,317.7176
151249,4821.5117
151250,3147.6233
151251,1084.8684
151252,1547.4047
151253,3060.8552
151254,256.586
151255,3019.507
151256,3177.7803
151257,5390.484
151258,8541.374
151259,10121.058
151260,9211.066
151261,7199.3447
151262,34535.37
151263,5665.563
151264,5468.262
151265,891.8386
151266,4259.6045
151267,617.8971
151268,2707.8545
151269,1299.2416
151270,1298.1332
151271,1144.2184
151272,3295.445
151273,132.34982
151274,8762.288
151275,12187.268
151276,4554.761
151277,7652.1416
151278,6553.9326
151279,655.7185
151280,247.70619
151281,2758.2976
151282,5606.809
151283,1203.295
151284,1034.6704
151285,5466.9697
151286,6924.56
151287,2440.537
151288,6334.2324
151289,6903.1836
151290,5752.1675
151291,809.3565
151292,13599.608
151293,1541.1604
151294,8722.6
151295,1012.28845
151296,3290.2617
151297,3815.8486
151298,1139.4916
151299,4057.0247
151300,14370.8
151301,338.075
151302,7803.18
151303,758.9966
151304,620.34644
151305,3182.3208
151306,8143.7593
151307,3783.3784
151308,3847.0164
151309,3704.122
151310,1663.4355
151311,249.68158
151312,3948.0754
151313,683.97
151314,894.81714
151315,956.2255
151316,8387.857
151317,18761.195
151318,6187.254
151319,8348.188
151320,1757.4434
151321,19256.096
151322,27687.16
151323,1924.7761
151324,9949.265
151325,885.03015
151326,1858.0554
151327,2425.3948
151328,455.94632
151329,366.84683
151330,3024.104
151331,4270.975
151332,1424.674
151333,24695.975
151334,4104.9194
151335,13370.401
151336,9815.53
151337,3306.3887
151338,9078.413
151339,4811.6787
151340,8462.8125
151341,3768.8684
151342,1452.5361
151343,13636.505
151344,1899.7921
151345,3480.6755
151346,13513.477
151347,3828.317
151348,3003.242
151349,1567.7872
151350,1895.3666
151351,2003.9863
151352,1710.2439
151353,2691.2559
151354,2841.4375
151355,1147.9386
151356,18101.49
151357,1398.0822
151358,4794.426
151359,13792.25
151360,15989.506
151361,4099.385
151362,12995.296
151363,2390.211
151364,1258.6268
151365,4956.8306
151366,1220.4072
151367,18566.078
151368,2704.5571
151369,7993.861
151370,1508.98
151371,2176.3645
151372,2179.466
151373,1611.5815
151374,10022.677
151375,9147.245
151376,1748.4563
151377,7613.1265
151378,4274.147
151379,7730.382
151380,16610.188
151381,4085.0476
151382,9855.976
151383,21255.78
151384,3266.0962
151385,2234.0276
151386,943.87146
151387,3096.8416
151388,8813.309
151389,4131.8
151390,7308.3467
151391,602.90735
151392,710.82794
151393,3185.4124
151394,6576.055
151395,551.85736
151396,9329.528
151397,5252.7417
151398,7263.153
151399,8307.584
151400,3011.1628
151401,1473.292
151402,1324.4796
151403,4143.6245
151404,4633.5103
151405,25741.031
151406,2782.4282
151407,7491.681
151408,8787.951
151409,668.6745
151410,7701.5547
151411,1900.7467
151412,2221.1753
151413,6326.0586
151414,7161.069
151415,1551.5116
151416,89.100975
151417,8163.795
151418,930.5552
151419,4731.115
151420,1311.6361
151421,1386.4899
151422,6492.476
151423,2367.3772
151424,473.29306
151425,9727.804
151426,1492.1277
151427,13686.687
151428,10123.821
151429,1758.9612
151430,8163.83
151431,644.0056
151432,6293.0947
151433,4144.856
151434,1073.3945
151435,1430.6699
151436,2512.0955
151437,1648.3076
151438,696.04645
151439,1396.1445
151440,1554.6833
151441,3780.5796
151442,2439.3906
151443,2194.767
151444,2604.7002
151445,1772.4506
151446,1789.5283
151447,5539.633
151448,5468.091
151449,3225.4666
151450,15944.408
151451,1594.134
151452,1404.403
151453,183.98483
151454,244.21635
151455,27694.725
151456,4222.236
151457,8073.024
151458,661.8717
151459,1387.6543
151460,5236.885
151461,4999.6807
151462,1173.7434
151463,1810.4193
151464,6244.528
151465,7611.7007
151466,2256.2136
151467,434.2519
151468,2327.2498
151469,10569.536
151470,89.10159
151471,4455.0474
151472,3958.8572
